product_id,lowest_level
1405,Pruimen (conserven)
362,Cranberrie compote
1778,Tonijn (diepvries)
1060,Macadamianoten
528,Gatenkaas (stuk)
603,Glutenvrije broodmix
446,Dweilen
1448,"Rijstwijn, pruimenwijn"
432,Droge rosé (per doos)
1958,Volle witte wijn (per doos)
1059,"Maatbekers, mengkommen"
420,Doperwten (vers)
60,Amandeldrink (vers)
1104,Mediterrane rijst
747,Ibuprofen
994,Lampolie
1917,Vitamine B
386,Deostick mannen
989,Lactosevrije vla - portieverpakking
1434,Ravioli (houdbaar)
1159,Mousserende wijn (klein)
1142,Mondspray
685,Halogeenlampen
727,Hooikoorts druppels
134,Basis voor soep (groentesoep)
155,Bierpakketten
1340,Pinotage
925,Kokosdranken
108,Baby shampoo
2038,Worsten (gevogelte)
1924,Vlees (kip)
310,Chocolade (superfoods)
